"Supply","Demand","period","newsupply"
830,380,4721,1198
368,170,4722,0
269,125,4723,637
368,170,4724,0
368,170,4725,703
335,155,4726,0
401,185,4727,670
269,125,4728,0
203,95,4729,538
335,155,4730,0
313,145,4731,538
225,105,4732,0
335,155,4733,604
269,125,4734,0
148,70,4735,340
192,90,4736,0
478,220,4737,813
335,155,4738,0
401,185,4739,846
445,205,4740,0
335,155,4741,846
511,235,4742,0
841,385,4743,1275
434,200,4744,0
368,170,4745,538
170,80,4746,0
335,155,4747,1044
709,325,4748,0
346,160,4749,747
401,185,4750,0
412,190,4751,1495
1083,495,4752,0
401,185,4753,967
566,260,4754,0
269,125,4755,736
467,215,4756,0
423,195,4757,1264
841,385,4758,0
247,115,4759,659
412,190,4760,0
346,160,4761,1000
654,300,4762,0
533,245,4763,824
291,135,4764,0
841,385,4765,1825
984,450,4766,0
214,100,4767,615
401,185,4768,0
357,165,4769,769
412,190,4770,0
654,300,4771,802
148,70,4772,0
214,100,4773,373
159,75,4774,0
247,115,4775,560
313,145,4776,0
412,190,4777,813
401,185,4778,0
577,265,4779,1154
577,265,4780,0
423,195,4781,681
258,120,4782,0
368,170,4783,967
599,275,4784,0
478,220,4785,901
423,195,4786,0
401,185,4787,824
423,195,4788,0
489,225,4789,681
192,90,4790,0
214,100,4791,439
225,105,4792,0
984,450,4793,1176
192,90,4794,0
654,300,4795,1055
401,185,4796,0
390,180,4797,923
533,245,4798,0
368,170,4799,945
577,265,4800,0
302,140,4801,692
390,180,4802,0
654,300,4803,1165
511,235,4804,0
335,155,4805,747
412,190,4806,0
368,170,4807,1352
984,450,4808,0
181,85,4809,1011
830,380,4810,0
401,185,4811,571
170,80,4812,0
247,115,4813,681
434,200,4814,0
225,105,4815,1055
830,380,4816,0
401,185,4817,879
478,220,4818,0
401,185,4819,670
269,125,4820,0
258,120,4821,681
423,195,4822,0
401,185,4823,582
181,85,4824,0
489,225,4825,890
401,185,4826,0
511,235,4827,868
357,165,4828,0
423,195,4829,824
401,185,4830,0
269,125,4831,670
401,185,4832,0
555,255,4833,736
181,85,4834,0
478,220,4835,912
434,200,4836,0
258,120,4837,659
401,185,4838,0
258,120,4839,659
401,185,4840,0
346,160,4841,692
346,160,4842,0
214,100,4843,1198
984,450,4844,0
302,140,4845,1286
984,450,4846,0
313,145,4847,505
192,90,4848,0
643,295,4849,945
302,140,4850,0
269,125,4851,582
313,145,4852,0
291,135,4853,538
247,115,4854,0
225,105,4855,461
236,110,4856,0
401,185,4857,1055
654,300,4858,0
357,165,4859,758
401,185,4860,0
643,295,4861,879
236,110,4862,0
643,295,4863,1286
643,295,4864,0
434,200,4865,1088
654,300,4866,0
346,160,4867,604
258,120,4868,0
302,140,4869,670
368,170,4870,0
753,345,4871,1264
511,235,4872,0
269,125,4873,670
401,185,4874,0
423,195,4875,692
269,125,4876,0
401,185,4877,1484
1083,495,4878,0
236,110,4879,637
401,185,4880,0
346,160,4881,747
401,185,4882,0
368,170,4883,582
214,100,4884,0
269,125,4885,483
214,100,4886,0
269,125,4887,461
192,90,4888,0
269,125,4889,538
269,125,4890,0
324,150,4891,725
401,185,4892,0
335,155,4893,978
643,295,4894,0
489,225,4895,813
324,150,4896,0
269,125,4897,714
445,205,4898,0
368,170,4899,967
599,275,4900,0
346,160,4901,769
423,195,4902,0
247,115,4903,1231
984,450,4904,0
236,110,4905,571
335,155,4906,0
247,115,4907,725
478,220,4908,0
236,110,4909,472
236,110,4910,0
401,185,4911,802
401,185,4912,0
566,260,4913,967
401,185,4914,0
401,185,4915,736
335,155,4916,0
302,140,4917,538
236,110,4918,0
654,300,4919,1055
401,185,4920,0
291,135,4921,758
467,215,4922,0
489,225,4923,703
214,100,4924,0
401,185,4925,648
247,115,4926,0
423,195,4927,736
313,145,4928,0
225,105,4929,879
654,300,4930,0
236,110,4931,450
214,100,4932,0
225,105,4933,626
401,185,4934,0
181,85,4935,593
412,190,4936,0
269,125,4937,978
709,325,4938,0
225,105,4939,373
148,70,4940,0
269,125,4941,516
247,115,4942,0
654,300,4943,989
335,155,4944,0
577,265,4945,1220
643,295,4946,0
467,215,4947,802
335,155,4948,0
368,170,4949,769
401,185,4950,0
555,255,4951,813
258,120,4952,0
401,185,4953,615
214,100,4954,0
368,170,4955,923
555,255,4956,0
324,150,4957,1154
830,380,4958,0
368,170,4959,747
379,175,4960,0
269,125,4961,615
346,160,4962,0
302,140,4963,703
401,185,4964,0
643,295,4965,835
192,90,4966,0
269,125,4967,516
247,115,4968,0
203,95,4969,626
423,195,4970,0
412,190,4971,813
401,185,4972,0
214,100,4973,417
203,95,4974,0
401,185,4975,626
225,105,4976,0
434,200,4977,648
214,100,4978,0
401,185,4979,648
247,115,4980,0
401,185,4981,813
412,190,4982,0
236,110,4983,417
181,85,4984,0
225,105,4985,879
654,300,4986,0
192,90,4987,593
401,185,4988,0
192,90,4989,417
225,105,4990,0
214,100,4991,428
214,100,4992,0
269,125,4993,538
269,125,4994,0
401,185,4995,1154
753,345,4996,0
214,100,4997,1198
984,450,4998,0
247,115,4999,516
269,125,5000,0
390,180,5001,659
269,125,5002,0
412,190,5003,813
401,185,5004,0
401,185,5005,1385
984,450,5006,0
214,100,5007,472
258,120,5008,0
236,110,5009,604
368,170,5010,0
346,160,5011,1187
841,385,5012,0
412,190,5013,637
225,105,5014,0
247,115,5015,615
368,170,5016,0
434,200,5017,802
368,170,5018,0
401,185,5019,582
181,85,5020,0
357,165,5021,615
258,120,5022,0
423,195,5023,1264
841,385,5024,0
643,295,5025,890
247,115,5026,0
214,100,5027,648
434,200,5028,0
214,100,5029,626
412,190,5030,0
214,100,5031,505
291,135,5032,0
148,70,5033,857
709,325,5034,0
401,185,5035,747
346,160,5036,0
401,185,5037,714
313,145,5038,0
269,125,5039,780
511,235,5040,0
247,115,5041,472
225,105,5042,0
335,155,5043,758
423,195,5044,0
335,155,5045,1176
841,385,5046,0
269,125,5047,692
423,195,5048,0
313,145,5049,527
214,100,5050,0
577,265,5051,747
170,80,5052,0
368,170,5053,967
599,275,5054,0
401,185,5055,703
302,140,5056,0
313,145,5057,703
390,180,5058,0
412,190,5059,835
423,195,5060,0
225,105,5061,736
511,235,5062,0
335,155,5063,549
214,100,5064,0
225,105,5065,626
401,185,5066,0
401,185,5067,637
236,110,5068,0
170,80,5069,384
214,100,5070,0
1083,495,5071,1429
346,160,5072,0
269,125,5073,923
654,300,5074,0
247,115,5075,725
478,220,5076,0
368,170,5077,637
269,125,5078,0
830,380,5079,1099
269,125,5080,0
379,175,5081,780
401,185,5082,0
346,160,5083,648
302,140,5084,0
841,385,5085,1671
830,380,5086,0
269,125,5087,505
236,110,5088,0
346,160,5089,747
401,185,5090,0
643,295,5091,1044
401,185,5092,0
269,125,5093,516
247,115,5094,0
489,225,5095,1473
984,450,5096,0
225,105,5097,472
247,115,5098,0
368,170,5099,758
390,180,5100,0
390,180,5101,637
247,115,5102,0
247,115,5103,516
269,125,5104,0
269,125,5105,604
335,155,5106,0
214,100,5107,483
269,125,5108,0
346,160,5109,791
445,205,5110,0
643,295,5111,934
291,135,5112,0
170,80,5113,571
401,185,5114,0
346,160,5115,1000
654,300,5116,0
346,160,5117,747
401,185,5118,0
269,125,5119,802
533,245,5120,0
236,110,5121,549
313,145,5122,0
643,295,5123,846
203,95,5124,0
401,185,5125,615
214,100,5126,0
170,80,5127,681
511,235,5128,0
401,185,5129,670
269,125,5130,0
423,195,5131,758
335,155,5132,0
566,260,5133,780
214,100,5134,0
236,110,5135,1066
830,380,5136,0
368,170,5137,582
214,100,5138,0
214,100,5139,615
401,185,5140,0
533,245,5141,736
203,95,5142,0
181,85,5143,582
401,185,5144,0
203,95,5145,681
478,220,5146,0
401,185,5147,802
401,185,5148,0
401,185,5149,769
368,170,5150,0
368,170,5151,626
258,120,5152,0
170,80,5153,593
423,195,5154,0
368,170,5155,1209
841,385,5156,0
214,100,5157,725
511,235,5158,0
170,80,5159,384
214,100,5160,0
313,145,5161,571
258,120,5162,0
335,155,5163,769
434,200,5164,0
346,160,5165,615
269,125,5166,0
269,125,5167,670
401,185,5168,0
401,185,5169,637
236,110,5170,0
654,300,5171,1495
841,385,5172,0
170,80,5173,461
291,135,5174,0
291,135,5175,505
214,100,5176,0
313,145,5177,582
269,125,5178,0
346,160,5179,593
247,115,5180,0
841,385,5181,1110
269,125,5182,0
489,225,5183,1022
533,245,5184,0
599,275,5185,835
236,110,5186,0
258,120,5187,428
170,80,5188,0
368,170,5189,593
225,105,5190,0
599,275,5191,1110
511,235,5192,0
830,380,5193,1088
258,120,5194,0
302,140,5195,637
335,155,5196,0
489,225,5197,1066
577,265,5198,0
1083,495,5199,1275
192,90,5200,0
423,195,5201,824
401,185,5202,0
489,225,5203,890
401,185,5204,0
258,120,5205,912
654,300,5206,0
170,80,5207,615
445,205,5208,0
181,85,5209,406
225,105,5210,0
181,85,5211,747
566,260,5212,0
511,235,5213,692
181,85,5214,0
269,125,5215,670
401,185,5216,0
170,80,5217,395
225,105,5218,0
247,115,5219,450
203,95,5220,0
401,185,5221,593
192,90,5222,0
599,275,5223,923
324,150,5224,0
1083,495,5225,1319
236,110,5226,0
841,385,5227,1187
346,160,5228,0
247,115,5229,824
577,265,5230,0
841,385,5231,1209
368,170,5232,0
269,125,5233,472
203,95,5234,0
423,195,5235,593
170,80,5236,0
489,225,5237,824
335,155,5238,0
302,140,5239,725
423,195,5240,0
346,160,5241,615
269,125,5242,0
214,100,5243,549
335,155,5244,0
401,185,5245,615
214,100,5246,0
225,105,5247,439
214,100,5248,0
236,110,5249,681
445,205,5250,0
247,115,5251,428
181,85,5252,0
192,90,5253,758
566,260,5254,0
324,150,5255,978
654,300,5256,0
412,190,5257,945
533,245,5258,0
258,120,5259,747
489,225,5260,0
170,80,5261,681
511,235,5262,0
170,80,5263,604
434,200,5264,0
258,120,5265,516
258,120,5266,0
291,135,5267,637
346,160,5268,0
434,200,5269,945
511,235,5270,0
654,300,5271,1187
533,245,5272,0
390,180,5273,648
258,120,5274,0
192,90,5275,1275
1083,495,5276,0
302,140,5277,505
203,95,5278,0
566,260,5279,868
302,140,5280,0
335,155,5281,1418
1083,495,5282,0
423,195,5283,901
478,220,5284,0
335,155,5285,538
203,95,5286,0
181,85,5287,802
621,285,5288,0
412,190,5289,824
412,190,5290,0
203,95,5291,560
357,165,5292,0
269,125,5293,637
368,170,5294,0
236,110,5295,439
203,95,5296,0
654,300,5297,956
302,140,5298,0
753,345,5299,1077
324,150,5300,0
214,100,5301,483
269,125,5302,0
258,120,5303,571
313,145,5304,0
401,185,5305,747
346,160,5306,0
170,80,5307,538
368,170,5308,0
302,140,5309,945
643,295,5310,0
830,380,5311,1484
654,300,5312,0
269,125,5313,626
357,165,5314,0
489,225,5315,747
258,120,5316,0
247,115,5317,648
401,185,5318,0
368,170,5319,692
324,150,5320,0
654,300,5321,802
148,70,5322,0
467,215,5323,868
401,185,5324,0
236,110,5325,989
753,345,5326,0
390,180,5327,681
291,135,5328,0
984,450,5329,1385
401,185,5330,0
313,145,5331,582
269,125,5332,0
489,225,5333,758
269,125,5334,0
247,115,5335,505
258,120,5336,0
269,125,5337,483
214,100,5338,0
401,185,5339,626
225,105,5340,0
401,185,5341,813
412,190,5342,0
214,100,5343,967
753,345,5344,0
434,200,5345,923
489,225,5346,0
258,120,5347,560
302,140,5348,0
423,195,5349,791
368,170,5350,0
401,185,5351,615
214,100,5352,0
467,215,5353,1000
533,245,5354,0
313,145,5355,560
247,115,5356,0
401,185,5357,736
335,155,5358,0
335,155,5359,1176
841,385,5360,0
368,170,5361,802
434,200,5362,0
302,140,5363,703
401,185,5364,0
412,190,5365,813
401,185,5366,0
467,215,5367,934
467,215,5368,0
423,195,5369,626
203,95,5370,0
302,140,5371,1286
984,450,5372,0
709,325,5373,857
148,70,5374,0
247,115,5375,417
170,80,5376,0
192,90,5377,428
236,110,5378,0
346,160,5379,571
225,105,5380,0
269,125,5381,516
247,115,5382,0
390,180,5383,615
225,105,5384,0
214,100,5385,417
203,95,5386,0
401,185,5387,736
335,155,5388,0
368,170,5389,769
401,185,5390,0
258,120,5391,703
445,205,5392,0
225,105,5393,626
401,185,5394,0
192,90,5395,681
489,225,5396,0
335,155,5397,637
302,140,5398,0
159,75,5399,813
654,300,5400,0
335,155,5401,571
236,110,5402,0
247,115,5403,461
214,100,5404,0
258,120,5405,604
346,160,5406,0
291,135,5407,593
302,140,5408,0
830,380,5409,1242
412,190,5410,0
390,180,5411,791
401,185,5412,0
214,100,5413,549
335,155,5414,0
302,140,5415,538
236,110,5416,0
203,95,5417,505
302,140,5418,0
841,385,5419,1187
346,160,5420,0
401,185,5421,670
269,125,5422,0
401,185,5423,659
258,120,5424,0
467,215,5425,802
335,155,5426,0
313,145,5427,659
346,160,5428,0
445,205,5429,879
434,200,5430,0
236,110,5431,450
214,100,5432,0
269,125,5433,923
654,300,5434,0
599,275,5435,1022
423,195,5436,0
269,125,5437,494
225,105,5438,0
401,185,5439,813
412,190,5440,0
390,180,5441,626
236,110,5442,0
247,115,5443,736
489,225,5444,0
258,120,5445,472
214,100,5446,0
335,155,5447,670
335,155,5448,0
269,125,5449,461
192,90,5450,0
258,120,5451,604
346,160,5452,0
423,195,5453,868
445,205,5454,0
291,135,5455,593
302,140,5456,0
423,195,5457,824
401,185,5458,0
654,300,5459,879
225,105,5460,0
225,105,5461,571
346,160,5462,0
423,195,5463,692
269,125,5464,0
401,185,5465,802
401,185,5466,0
412,190,5467,615
203,95,5468,0
412,190,5469,725
313,145,5470,0
335,155,5471,571
236,110,5472,0
335,155,5473,593
258,120,5474,0
566,260,5475,1055
489,225,5476,0
423,195,5477,791
368,170,5478,0
269,125,5479,670
401,185,5480,0
533,245,5481,835
302,140,5482,0
269,125,5483,670
401,185,5484,0
269,125,5485,571
302,140,5486,0
269,125,5487,670
401,185,5488,0
423,195,5489,637
214,100,5490,0
599,275,5491,934
335,155,5492,0
214,100,5493,505
291,135,5494,0
247,115,5495,428
181,85,5496,0
214,100,5497,461
247,115,5498,0
412,190,5499,681
269,125,5500,0
181,85,5501,604
423,195,5502,0
247,115,5503,648
401,185,5504,0
401,185,5505,670
269,125,5506,0
368,170,5507,791
423,195,5508,0
335,155,5509,549
214,100,5510,0
401,185,5511,615
214,100,5512,0
203,95,5513,461
258,120,5514,0
269,125,5515,516
247,115,5516,0
841,385,5517,1418
577,265,5518,0
368,170,5519,560
192,90,5520,0
1083,495,5521,1517
434,200,5522,0
214,100,5523,1198
984,450,5524,0
984,450,5525,1385
401,185,5526,0
335,155,5527,626
291,135,5528,0
1083,495,5529,1506
423,195,5530,0
368,170,5531,846
478,220,5532,0
434,200,5533,626
192,90,5534,0
401,185,5535,703
302,140,5536,0
258,120,5537,659
401,185,5538,0
654,300,5539,1077
423,195,5540,0
236,110,5541,725
489,225,5542,0
214,100,5543,615
401,185,5544,0
577,265,5545,945
368,170,5546,0
335,155,5547,725
390,180,5548,0
181,85,5549,439
258,120,5550,0
269,125,5551,516
247,115,5552,0
170,80,5553,362
192,90,5554,0
236,110,5555,560
324,150,5556,0
1083,495,5557,1495
412,190,5558,0
247,115,5559,736
489,225,5560,0
412,190,5561,879
467,215,5562,0
346,160,5563,769
423,195,5564,0
247,115,5565,615
368,170,5566,0
401,185,5567,637
236,110,5568,0
269,125,5569,1352
1083,495,5570,0
302,140,5571,1385
1083,495,5572,0
412,190,5573,813
401,185,5574,0
533,245,5575,901
368,170,5576,0
335,155,5577,736
401,185,5578,0
236,110,5579,835
599,275,5580,0
643,295,5581,1154
511,235,5582,0
170,80,5583,417
247,115,5584,0
467,215,5585,780
313,145,5586,0
258,120,5587,604
346,160,5588,0
269,125,5589,538
269,125,5590,0
401,185,5591,769
368,170,5592,0
247,115,5593,681
434,200,5594,0
390,180,5595,736
346,160,5596,0
423,195,5597,813
390,180,5598,0
599,275,5599,945
346,160,5600,0
533,245,5601,791
258,120,5602,0
841,385,5603,1253
412,190,5604,0
401,185,5605,571
170,80,5606,0
654,300,5607,1055
401,185,5608,0
335,155,5609,1176
841,385,5610,0
841,385,5611,1242
401,185,5612,0
434,200,5613,659
225,105,5614,0
225,105,5615,637
412,190,5616,0
412,190,5617,1121
709,325,5618,0
225,105,5619,758
533,245,5620,0
214,100,5621,582
368,170,5622,0
643,295,5623,857
214,100,5624,0
643,295,5625,1242
599,275,5626,0
313,145,5627,626
313,145,5628,0
335,155,5629,846
511,235,5630,0
423,195,5631,615
192,90,5632,0
346,160,5633,1176
830,380,5634,0
269,125,5635,483
214,100,5636,0
335,155,5637,714
379,175,5638,0
401,185,5639,714
313,145,5640,0
654,300,5641,1055
401,185,5642,0
401,185,5643,1484
1083,495,5644,0
434,200,5645,637
203,95,5646,0
346,160,5647,769
423,195,5648,0
346,160,5649,736
390,180,5650,0
335,155,5651,604
269,125,5652,0
269,125,5653,659
390,180,5654,0
291,135,5655,714
423,195,5656,0
346,160,5657,560
214,100,5658,0
269,125,5659,824
555,255,5660,0
335,155,5661,637
302,140,5662,0
324,150,5663,659
335,155,5664,0
225,105,5665,516
291,135,5666,0
412,190,5667,758
346,160,5668,0
401,185,5669,637
236,110,5670,0
324,150,5671,758
434,200,5672,0
269,125,5673,560
291,135,5674,0
643,295,5675,1011
368,170,5676,0
753,345,5677,1176
423,195,5678,0
489,225,5679,703
214,100,5680,0
302,140,5681,1143
841,385,5682,0
236,110,5683,637
401,185,5684,0
467,215,5685,648
181,85,5686,0
368,170,5687,582
214,100,5688,0
214,100,5689,483
269,125,5690,0
225,105,5691,494
269,125,5692,0
412,190,5693,747
335,155,5694,0
269,125,5695,637
368,170,5696,0
269,125,5697,670
401,185,5698,0
236,110,5699,450
214,100,5700,0
368,170,5701,593
225,105,5702,0
533,245,5703,758
225,105,5704,0
368,170,5705,1209
841,385,5706,0
984,450,5707,1385
401,185,5708,0
247,115,5709,648
401,185,5710,0
225,105,5711,373
148,70,5712,0
654,300,5713,1055
401,185,5714,0
258,120,5715,659
401,185,5716,0
291,135,5717,780
489,225,5718,0
214,100,5719,560
346,160,5720,0
313,145,5721,956
643,295,5722,0
401,185,5723,626
225,105,5724,0
225,105,5725,626
401,185,5726,0
203,95,5727,714
511,235,5728,0
423,195,5729,769
346,160,5730,0
324,150,5731,626
302,140,5732,0
313,145,5733,1396
1083,495,5734,0
412,190,5735,813
401,185,5736,0
489,225,5737,1000
511,235,5738,0
489,225,5739,978
489,225,5740,0
368,170,5741,615
247,115,5742,0
412,190,5743,637
225,105,5744,0
214,100,5745,747
533,245,5746,0
214,100,5747,439
225,105,5748,0
412,190,5749,593
181,85,5750,0
643,295,5751,1033
390,180,5752,0
269,125,5753,538
269,125,5754,0
654,300,5755,1308
654,300,5756,0
401,185,5757,813
412,190,5758,0
335,155,5759,626
291,135,5760,0
390,180,5761,802
412,190,5762,0
401,185,5763,802
401,185,5764,0
291,135,5765,604
313,145,5766,0
566,260,5767,967
401,185,5768,0
555,255,5769,791
236,110,5770,0
148,70,5771,516
368,170,5772,0
357,165,5773,769
412,190,5774,0
423,195,5775,989
566,260,5776,0
335,155,5777,736
401,185,5778,0
643,295,5779,846
203,95,5780,0
346,160,5781,560
214,100,5782,0
643,295,5783,1044
401,185,5784,0
225,105,5785,626
401,185,5786,0
984,450,5787,1198
214,100,5788,0
434,200,5789,945
511,235,5790,0
258,120,5791,659
401,185,5792,0
335,155,5793,747
412,190,5794,0
489,225,5795,725
236,110,5796,0
368,170,5797,736
368,170,5798,0
335,155,5799,571
236,110,5800,0
412,190,5801,604
192,90,5802,0
423,195,5803,692
269,125,5804,0
621,285,5805,879
258,120,5806,0
478,220,5807,1231
753,345,5808,0
401,185,5809,890
489,225,5810,0
269,125,5811,571
302,140,5812,0
225,105,5813,659
434,200,5814,0
258,120,5815,659
401,185,5816,0
489,225,5817,890
401,185,5818,0
269,125,5819,527
258,120,5820,0
247,115,5821,560
313,145,5822,0
401,185,5823,879
478,220,5824,0
313,145,5825,714
401,185,5826,0
390,180,5827,791
401,185,5828,0
467,215,5829,868
401,185,5830,0
401,185,5831,549
148,70,5832,0
599,275,5833,835
236,110,5834,0
148,70,5835,549
401,185,5836,0
247,115,5837,582
335,155,5838,0
346,160,5839,769
423,195,5840,0
621,285,5841,791
170,80,5842,0
621,285,5843,1264
643,295,5844,0
236,110,5845,1066
830,380,5846,0
258,120,5847,681
423,195,5848,0
335,155,5849,571
236,110,5850,0
258,120,5851,1099
841,385,5852,0
368,170,5853,560
192,90,5854,0
423,195,5855,736
313,145,5856,0
511,235,5857,912
401,185,5858,0
214,100,5859,450
236,110,5860,0
192,90,5861,494
302,140,5862,0
423,195,5863,637
214,100,5864,0
258,120,5865,494
236,110,5866,0
258,120,5867,505
247,115,5868,0
170,80,5869,351
181,85,5870,0
368,170,5871,582
214,100,5872,0
577,265,5873,978
401,185,5874,0
401,185,5875,802
401,185,5876,0
643,295,5877,1396
753,345,5878,0
302,140,5879,1143
841,385,5880,0
401,185,5881,802
401,185,5882,0
401,185,5883,879
478,220,5884,0
214,100,5885,703
489,225,5886,0
841,385,5887,1242
401,185,5888,0
401,185,5889,670
269,125,5890,0
346,160,5891,747
401,185,5892,0
236,110,5893,637
401,185,5894,0
324,150,5895,571
247,115,5896,0
225,105,5897,527
302,140,5898,0
445,205,5899,846
401,185,5900,0
401,185,5901,637
236,110,5902,0
1083,495,5903,1440
357,165,5904,0
401,185,5905,824
423,195,5906,0
302,140,5907,714
412,190,5908,0
368,170,5909,637
269,125,5910,0
236,110,5911,637
401,185,5912,0
269,125,5913,527
258,120,5914,0
830,380,5915,1143
313,145,5916,0
269,125,5917,868
599,275,5918,0
489,225,5919,681
192,90,5920,0
555,255,5921,824
269,125,5922,0
214,100,5923,450
236,110,5924,0
445,205,5925,857
412,190,5926,0
269,125,5927,615
346,160,5928,0
269,125,5929,835
566,260,5930,0
302,140,5931,703
401,185,5932,0
313,145,5933,560
247,115,5934,0
643,295,5935,1132
489,225,5936,0
368,170,5937,670
302,140,5938,0
346,160,5939,505
159,75,5940,0
225,105,5941,714
489,225,5942,0
368,170,5943,857
489,225,5944,0
181,85,5945,373
192,90,5946,0
324,150,5947,670
346,160,5948,0
269,125,5949,747
478,220,5950,0
170,80,5951,340
170,80,5952,0
269,125,5953,1022
753,345,5954,0
269,125,5955,670
401,185,5956,0
335,155,5957,1165
830,380,5958,0
247,115,5959,648
401,185,5960,0
423,195,5961,824
401,185,5962,0
401,185,5963,802
401,185,5964,0
335,155,5965,934
599,275,5966,0
368,170,5967,736
368,170,5968,0
335,155,5969,582
247,115,5970,0
984,450,5971,1385
401,185,5972,0
654,300,5973,1055
401,185,5974,0
258,120,5975,901
643,295,5976,0
390,180,5977,879
489,225,5978,0
654,300,5979,1066
412,190,5980,0
269,125,5981,538
269,125,5982,0
313,145,5983,549
236,110,5984,0
841,385,5985,1132
291,135,5986,0
170,80,5987,505
335,155,5988,0
412,190,5989,626
214,100,5990,0
236,110,5991,725
489,225,5992,0
170,80,5993,417
247,115,5994,0
401,185,5995,802
401,185,5996,0
643,295,5997,824
181,85,5998,0
269,125,5999,670
401,185,6000,0
401,185,6001,956
555,255,6002,0
401,185,6003,835
434,200,6004,0
423,195,6005,637
214,100,6006,0
346,160,6007,989
643,295,6008,0
192,90,6009,417
225,105,6010,0
654,300,6011,1143
489,225,6012,0
324,150,6013,725
401,185,6014,0
654,300,6015,1209
555,255,6016,0
269,125,6017,604
335,155,6018,0
401,185,6019,670
269,125,6020,0
753,345,6021,1022
269,125,6022,0
313,145,6023,967
654,300,6024,0
214,100,6025,472
258,120,6026,0
302,140,6027,560
258,120,6028,0
445,205,6029,1429
984,450,6030,0
489,225,6031,912
423,195,6032,0
434,200,6033,802
368,170,6034,0
478,220,6035,813
335,155,6036,0
324,150,6037,1308
984,450,6038,0
324,150,6039,626
302,140,6040,0
247,115,6041,560
313,145,6042,0
401,185,6043,802
401,185,6044,0
368,170,6045,516
148,70,6046,0
434,200,6047,901
467,215,6048,0
225,105,6049,791
566,260,6050,0
368,170,6051,857
489,225,6052,0
346,160,6053,780
434,200,6054,0
225,105,6055,461
236,110,6056,0
269,125,6057,1110
841,385,6058,0
236,110,6059,505
269,125,6060,0
1083,495,6061,1308
225,105,6062,0
434,200,6063,912
478,220,6064,0
566,260,6065,835
269,125,6066,0
368,170,6067,934
566,260,6068,0
489,225,6069,703
214,100,6070,0
357,165,6071,659
302,140,6072,0
192,90,6073,604
412,190,6074,0
467,215,6075,901
434,200,6076,0
346,160,6077,560
214,100,6078,0
247,115,6079,516
269,125,6080,0
467,215,6081,681
214,100,6082,0
335,155,6083,736
401,185,6084,0
379,175,6085,593
214,100,6086,0
577,265,6087,945
368,170,6088,0
269,125,6089,538
269,125,6090,0
269,125,6091,659
390,180,6092,0
269,125,6093,571
302,140,6094,0
181,85,6095,527
346,160,6096,0
313,145,6097,483
170,80,6098,0
335,155,6099,582
247,115,6100,0
368,170,6101,879
511,235,6102,0
247,115,6103,615
368,170,6104,0
181,85,6105,351
170,80,6106,0
753,345,6107,1000
247,115,6108,0
214,100,6109,857
643,295,6110,0
434,200,6111,703
269,125,6112,0
566,260,6113,901
335,155,6114,0
654,300,6115,1022
368,170,6116,0
258,120,6117,505
247,115,6118,0
247,115,6119,494
247,115,6120,0
302,140,6121,527
225,105,6122,0
346,160,6123,923
577,265,6124,0
401,185,6125,813
412,190,6126,0
412,190,6127,967
555,255,6128,0
247,115,6129,538
291,135,6130,0
830,380,6131,1253
423,195,6132,0
225,105,6133,626
401,185,6134,0
269,125,6135,1110
841,385,6136,0
984,450,6137,1143
159,75,6138,0
236,110,6139,725
489,225,6140,0
192,90,6141,593
401,185,6142,0
148,70,6143,395
247,115,6144,0
346,160,6145,857
511,235,6146,0
225,105,6147,450
225,105,6148,0
401,185,6149,648
247,115,6150,0
148,70,6151,395
247,115,6152,0
984,450,6153,1198
214,100,6154,0
236,110,6155,450
214,100,6156,0
269,125,6157,637
368,170,6158,0
643,295,6159,1044
401,185,6160,0
401,185,6161,813
412,190,6162,0
170,80,6163,571
401,185,6164,0
247,115,6165,472
225,105,6166,0
412,190,6167,681
269,125,6168,0
214,100,6169,450
236,110,6170,0
269,125,6171,582
313,145,6172,0
830,380,6173,1231
401,185,6174,0
412,190,6175,1011
599,275,6176,0
214,100,6177,428
214,100,6178,0
654,300,6179,945
291,135,6180,0
401,185,6181,802
401,185,6182,0
214,100,6183,1055
841,385,6184,0
192,90,6185,560
368,170,6186,0
390,180,6187,637
247,115,6188,0
225,105,6189,549
324,150,6190,0
170,80,6191,1154
984,450,6192,0
302,140,6193,571
269,125,6194,0
269,125,6195,527
258,120,6196,0
192,90,6197,604
412,190,6198,0
269,125,6199,780
511,235,6200,0
236,110,6201,725
489,225,6202,0
489,225,6203,1198
709,325,6204,0
247,115,6205,725
478,220,6206,0
511,235,6207,978
467,215,6208,0
401,185,6209,1055
654,300,6210,0
434,200,6211,1077
643,295,6212,0
214,100,6213,406
192,90,6214,0
412,190,6215,714
302,140,6216,0
159,75,6217,560
401,185,6218,0
269,125,6219,483
214,100,6220,0
346,160,6221,615
269,125,6222,0
401,185,6223,802
401,185,6224,0
346,160,6225,527
181,85,6226,0
225,105,6227,868
643,295,6228,0
170,80,6229,538
368,170,6230,0
269,125,6231,505
236,110,6232,0
225,105,6233,1066
841,385,6234,0
423,195,6235,692
269,125,6236,0
269,125,6237,505
236,110,6238,0
335,155,6239,978
643,295,6240,0
269,125,6241,659
390,180,6242,0
467,215,6243,868
401,185,6244,0
445,205,6245,846
401,185,6246,0
841,385,6247,1682
841,385,6248,0
401,185,6249,637
236,110,6250,0
148,70,6251,571
423,195,6252,0
401,185,6253,747
346,160,6254,0
258,120,6255,736
478,220,6256,0
313,145,6257,780
